,frame,label,trackId,x,y,sceneId,metaId
4082,frame325.jpg,head,11,915.0,392.0,Adam-120-A-2-1-13,10
4087,frame334.jpg,head,11,811.5,305.0,Adam-120-A-2-1-13,10
4092,frame344.jpg,head,11,696.5,291.0,Adam-120-A-2-1-13,10
4097,frame355.jpg,head,11,607.0,311.0,Adam-120-A-2-1-13,10
4102,frame129.jpg,head,11,632.5,709.5,Adam-120-A-2-1-13,10
4107,frame139.jpg,head,11,623.5,705.5,Adam-120-A-2-1-13,10
4112,frame148.jpg,head,11,606.5,699.5,Adam-120-A-2-1-13,10
4117,frame159.jpg,head,11,578.5,683.5,Adam-120-A-2-1-13,10
4122,frame169.jpg,head,11,548.5,652.5,Adam-120-A-2-1-13,10
4127,frame178.jpg,handle,11,637.0,544.5,Adam-120-A-2-1-13,10
4132,frame189.jpg,middle,11,571.5,543.0,Adam-120-A-2-1-13,10
4137,frame201.jpg,middle,11,565.0,492.5,Adam-120-A-2-1-13,10
4142,frame210.jpg,middle,11,569.0,453.5,Adam-120-A-2-1-13,10
4147,frame221.jpg,middle,11,590.5,411.0,Adam-120-A-2-1-13,10
4152,frame231.jpg,middle,11,615.5,381.5,Adam-120-A-2-1-13,10
4157,frame240.jpg,middle,11,638.5,365.5,Adam-120-A-2-1-13,10
4162,frame250.jpg,middle,11,661.5,357.5,Adam-120-A-2-1-13,10
4167,frame261.jpg,middle,11,677.5,357.5,Adam-120-A-2-1-13,10
4172,frame270.jpg,middle,11,682.5,359.5,Adam-120-A-2-1-13,10
4177,frame280.jpg,middle,11,672.0,365.5,Adam-120-A-2-1-13,10
4182,frame291.jpg,middle,11,629.5,400.0,Adam-120-A-2-1-13,10
4187,frame300.jpg,middle,11,587.0,496.5,Adam-120-A-2-1-13,10
4192,frame310.jpg,middle,11,697.5,639.5,Adam-120-A-2-1-13,10
4197,frame321.jpg,middle,11,854.5,497.0,Adam-120-A-2-1-13,10
4202,frame331.jpg,middle,11,819.0,382.0,Adam-120-A-2-1-13,10
4207,frame340.jpg,middle,11,756.5,341.5,Adam-120-A-2-1-13,10
4212,frame351.jpg,middle,11,689.5,333.0,Adam-120-A-2-1-13,10
4217,frame125.jpg,head,11,635.5,709.5,Adam-120-A-2-1-13,10
4222,frame135.jpg,middle,11,651.0,632.5,Adam-120-A-2-1-13,10
4227,frame144.jpg,middle,11,642.0,632.0,Adam-120-A-2-1-13,10
4232,frame154.jpg,middle,11,630.0,623.0,Adam-120-A-2-1-13,10
4237,frame165.jpg,middle,11,607.5,610.0,Adam-120-A-2-1-13,10
4242,frame174.jpg,middle,11,588.5,592.0,Adam-120-A-2-1-13,10
4247,frame184.jpg,middle,11,573.0,562.5,Adam-120-A-2-1-13,10
4252,frame199.jpg,handle,11,608.0,517.5,Adam-120-A-2-1-13,10
4257,frame212.jpg,handle,11,598.0,487.5,Adam-120-A-2-1-13,10
4262,frame223.jpg,handle,11,595.5,460.0,Adam-120-A-2-1-13,10
4267,frame233.jpg,handle,11,601.5,439.0,Adam-120-A-2-1-13,10
4272,frame242.jpg,handle,11,608.0,422.0,Adam-120-A-2-1-13,10
4277,frame253.jpg,handle,11,615.5,407.5,Adam-120-A-2-1-13,10
4282,frame263.jpg,handle,11,622.5,400.5,Adam-120-A-2-1-13,10
4287,frame272.jpg,handle,11,622.5,401.0,Adam-120-A-2-1-13,10
4292,frame282.jpg,handle,11,616.0,417.0,Adam-120-A-2-1-13,10
4297,frame293.jpg,handle,11,606.0,473.0,Adam-120-A-2-1-13,10
4302,frame304.jpg,middle,11,595.0,561.0,Adam-120-A-2-1-13,10
4307,frame314.jpg,head,11,844.0,680.0,Adam-120-A-2-1-13,10
4312,frame325.jpg,handle,11,776.0,483.0,Adam-120-A-2-1-13,10
4317,frame334.jpg,handle,11,781.5,422.0,Adam-120-A-2-1-13,10
4322,frame344.jpg,handle,11,759.0,382.5,Adam-120-A-2-1-13,10
4327,frame355.jpg,handle,11,726.5,366.0,Adam-120-A-2-1-13,10
4330,frame110.jpg,handle,12,670.0,558.0,Adam-120-A-2-2-9,11
4335,frame120.jpg,handle,12,668.0,557.5,Adam-120-A-2-2-9,11
4340,frame129.jpg,handle,12,663.5,557.0,Adam-120-A-2-2-9,11
4345,frame139.jpg,handle,12,655.0,555.5,Adam-120-A-2-2-9,11
4350,frame150.jpg,head,12,541.0,648.0,Adam-120-A-2-2-9,11
4355,frame159.jpg,head,12,517.0,596.0,Adam-120-A-2-2-9,11
4360,frame169.jpg,head,12,510.5,523.5,Adam-120-A-2-2-9,11
4365,frame180.jpg,head,12,530.5,443.5,Adam-120-A-2-2-9,11
4370,frame189.jpg,head,12,565.5,386.5,Adam-120-A-2-2-9,11
4375,frame199.jpg,head,12,615.0,341.0,Adam-120-A-2-2-9,11
4380,frame210.jpg,head,12,674.5,318.0,Adam-120-A-2-2-9,11
4385,frame220.jpg,head,12,716.5,321.0,Adam-120-A-2-2-9,11
4390,frame229.jpg,head,12,741.5,332.5,Adam-120-A-2-2-9,11
4395,frame240.jpg,head,12,753.5,342.5,Adam-120-A-2-2-9,11
4400,frame250.jpg,head,12,746.5,341.5,Adam-120-A-2-2-9,11
4405,frame259.jpg,head,12,713.0,339.0,Adam-120-A-2-2-9,11
4410,frame270.jpg,head,12,604.0,398.0,Adam-120-A-2-2-9,11
4415,frame280.jpg,handle,12,678.5,554.5,Adam-120-A-2-2-9,11
4420,frame289.jpg,handle,12,729.0,538.5,Adam-120-A-2-2-9,11
4425,frame299.jpg,head,12,926.0,385.5,Adam-120-A-2-2-9,11
4430,frame310.jpg,head,12,788.5,291.5,Adam-120-A-2-2-9,11
4435,frame319.jpg,head,12,687.0,285.5,Adam-120-A-2-2-9,11
4440,frame329.jpg,head,12,603.5,307.0,Adam-120-A-2-2-9,11
4445,frame340.jpg,head,12,566.5,339.5,Adam-120-A-2-2-9,11
4450,frame349.jpg,middle,12,630.0,358.0,Adam-120-A-2-2-9,11
4455,frame359.jpg,handle,12,660.0,366.0,Adam-120-A-2-2-9,11
4460,frame118.jpg,head,12,628.0,714.0,Adam-120-A-2-2-9,11
4465,frame127.jpg,head,12,613.5,707.5,Adam-120-A-2-2-9,11
4470,frame137.jpg,head,12,585.0,693.5,Adam-120-A-2-2-9,11
4475,frame148.jpg,handle,12,643.0,554.0,Adam-120-A-2-2-9,11
4480,frame157.jpg,handle,12,632.0,546.5,Adam-120-A-2-2-9,11
4485,frame167.jpg,handle,12,618.5,536.5,Adam-120-A-2-2-9,11
4490,frame178.jpg,middle,12,560.0,487.5,Adam-120-A-2-2-9,11
4495,frame188.jpg,middle,12,575.0,440.5,Adam-120-A-2-2-9,11
4500,frame197.jpg,middle,12,596.5,402.0,Adam-120-A-2-2-9,11
4505,frame208.jpg,middle,12,629.0,373.5,Adam-120-A-2-2-9,11
4510,frame218.jpg,middle,12,658.0,361.5,Adam-120-A-2-2-9,11
4515,frame227.jpg,middle,12,677.5,359.5,Adam-120-A-2-2-9,11
4520,frame238.jpg,middle,12,690.0,362.0,Adam-120-A-2-2-9,11
4525,frame248.jpg,middle,12,686.5,363.0,Adam-120-A-2-2-9,11
4530,frame257.jpg,middle,12,667.5,373.0,Adam-120-A-2-2-9,11
4535,frame267.jpg,middle,12,619.5,417.5,Adam-120-A-2-2-9,11
4540,frame278.jpg,handle,12,661.5,551.5,Adam-120-A-2-2-9,11
4545,frame287.jpg,middle,12,766.0,627.5,Adam-120-A-2-2-9,11
4550,frame297.jpg,middle,12,861.0,462.0,Adam-120-A-2-2-9,11
4555,frame308.jpg,middle,12,802.0,357.0,Adam-120-A-2-2-9,11
4560,frame317.jpg,middle,12,736.0,331.5,Adam-120-A-2-2-9,11
4565,frame327.jpg,middle,12,673.5,327.0,Adam-120-A-2-2-9,11
4570,frame338.jpg,middle,12,629.5,340.0,Adam-120-A-2-2-9,11
4575,frame348.jpg,handle,12,674.5,359.5,Adam-120-A-2-2-9,11
4580,frame357.jpg,middle,12,639.5,366.5,Adam-120-A-2-2-9,11
4585,frame116.jpg,middle,12,652.5,637.0,Adam-120-A-2-2-9,11
4590,frame125.jpg,middle,12,643.0,635.5,Adam-120-A-2-2-9,11
4595,frame135.jpg,middle,12,625.5,629.0,Adam-120-A-2-2-9,11
4600,frame146.jpg,middle,12,601.0,612.0,Adam-120-A-2-2-9,11
4605,frame156.jpg,middle,12,577.5,584.0,Adam-120-A-2-2-9,11
4610,frame165.jpg,middle,12,566.0,548.5,Adam-120-A-2-2-9,11
4615,frame176.jpg,handle,12,603.5,520.5,Adam-120-A-2-2-9,11
4620,frame188.jpg,handle,12,593.0,487.5,Adam-120-A-2-2-9,11
4625,frame197.jpg,handle,12,594.0,461.5,Adam-120-A-2-2-9,11
4630,frame208.jpg,handle,12,600.0,435.0,Adam-120-A-2-2-9,11
4635,frame218.jpg,handle,12,610.0,415.0,Adam-120-A-2-2-9,11
4640,frame227.jpg,handle,12,618.0,404.0,Adam-120-A-2-2-9,11
4645,frame238.jpg,handle,12,624.0,398.0,Adam-120-A-2-2-9,11
4650,frame248.jpg,handle,12,623.0,403.0,Adam-120-A-2-2-9,11
4655,frame257.jpg,handle,12,615.5,422.5,Adam-120-A-2-2-9,11
4660,frame267.jpg,handle,12,606.0,478.5,Adam-120-A-2-2-9,11
4665,frame278.jpg,middle,12,601.0,575.0,Adam-120-A-2-2-9,11
4670,frame287.jpg,head,12,826.0,702.5,Adam-120-A-2-2-9,11
4675,frame297.jpg,handle,12,773.5,493.0,Adam-120-A-2-2-9,11
4680,frame308.jpg,handle,12,781.5,416.0,Adam-120-A-2-2-9,11
4685,frame317.jpg,handle,12,758.0,382.5,Adam-120-A-2-2-9,11
4690,frame327.jpg,handle,12,728.0,366.5,Adam-120-A-2-2-9,11
4695,frame338.jpg,handle,12,697.0,362.5,Adam-120-A-2-2-9,11
4700,frame348.jpg,head,12,579.5,362.0,Adam-120-A-2-2-9,11
4705,frame357.jpg,head,12,629.5,382.5,Adam-120-A-2-2-9,11
4707,frame98.jpg,handle,13,680.5,560.5,Adam-120-A-2-3-10,12
4712,frame108.jpg,handle,13,677.5,560.0,Adam-120-A-2-3-10,12
4717,frame117.jpg,handle,13,674.0,559.5,Adam-120-A-2-3-10,12
4722,frame127.jpg,handle,13,665.5,558.5,Adam-120-A-2-3-10,12
4727,frame138.jpg,head,13,550.0,650.0,Adam-120-A-2-3-10,12
4732,frame147.jpg,head,13,527.0,599.0,Adam-120-A-2-3-10,12
4737,frame157.jpg,handle,13,628.0,537.0,Adam-120-A-2-3-10,12
4742,frame168.jpg,middle,13,568.0,491.0,Adam-120-A-2-3-10,12
4747,frame177.jpg,head,13,555.5,406.0,Adam-120-A-2-3-10,12
4752,frame187.jpg,head,13,600.0,356.5,Adam-120-A-2-3-10,12
4757,frame198.jpg,head,13,654.0,322.5,Adam-120-A-2-3-10,12
4762,frame208.jpg,head,13,698.5,316.0,Adam-120-A-2-3-10,12
4767,frame217.jpg,head,13,730.0,320.5,Adam-120-A-2-3-10,12
4772,frame228.jpg,head,13,750.0,331.5,Adam-120-A-2-3-10,12
4777,frame238.jpg,head,13,751.0,333.5,Adam-120-A-2-3-10,12
4782,frame247.jpg,head,13,731.0,331.5,Adam-120-A-2-3-10,12
4787,frame258.jpg,head,13,649.5,358.5,Adam-120-A-2-3-10,12
4792,frame268.jpg,head,13,544.0,532.5,Adam-120-A-2-3-10,12
4797,frame277.jpg,handle,13,721.0,555.5,Adam-120-A-2-3-10,12
4802,frame287.jpg,head,13,940.5,437.0,Adam-120-A-2-3-10,12
4807,frame298.jpg,head,13,801.0,305.5,Adam-120-A-2-3-10,12
4812,frame307.jpg,head,13,700.0,290.5,Adam-120-A-2-3-10,12
4817,frame317.jpg,head,13,616.5,308.5,Adam-120-A-2-3-10,12
4822,frame328.jpg,middle,13,640.0,347.5,Adam-120-A-2-3-10,12
4827,frame337.jpg,handle,13,683.5,356.5,Adam-120-A-2-3-10,12
4832,frame347.jpg,handle,13,669.5,364.5,Adam-120-A-2-3-10,12
4837,frame98.jpg,middle,13,664.5,640.5,Adam-120-A-2-3-10,12
4842,frame108.jpg,head,13,632.5,711.5,Adam-120-A-2-3-10,12
4847,frame117.jpg,head,13,616.0,702.5,Adam-120-A-2-3-10,12
4852,frame127.jpg,head,13,588.0,686.0,Adam-120-A-2-3-10,12
4857,frame138.jpg,handle,13,652.0,555.0,Adam-120-A-2-3-10,12
4862,frame147.jpg,handle,13,640.0,548.0,Adam-120-A-2-3-10,12
4867,frame157.jpg,middle,13,564.5,539.5,Adam-120-A-2-3-10,12
4872,frame170.jpg,handle,13,608.0,514.5,Adam-120-A-2-3-10,12
4877,frame179.jpg,middle,13,579.5,442.5,Adam-120-A-2-3-10,12
4882,frame189.jpg,middle,13,601.0,403.0,Adam-120-A-2-3-10,12
4887,frame200.jpg,middle,13,632.0,373.0,Adam-120-A-2-3-10,12
4892,frame209.jpg,middle,13,657.5,359.5,Adam-120-A-2-3-10,12
4897,frame219.jpg,middle,13,677.0,356.0,Adam-120-A-2-3-10,12
4902,frame230.jpg,middle,13,689.0,359.0,Adam-120-A-2-3-10,12
4907,frame240.jpg,middle,13,686.0,361.5,Adam-120-A-2-3-10,12
4912,frame249.jpg,middle,13,669.0,370.0,Adam-120-A-2-3-10,12
4917,frame260.jpg,middle,13,613.5,430.5,Adam-120-A-2-3-10,12
4922,frame270.jpg,head,13,549.5,598.0,Adam-120-A-2-3-10,12
4927,frame279.jpg,middle,13,792.0,618.0,Adam-120-A-2-3-10,12
4932,frame290.jpg,middle,13,857.5,431.5,Adam-120-A-2-3-10,12
4937,frame300.jpg,middle,13,789.0,352.0,Adam-120-A-2-3-10,12
4942,frame309.jpg,middle,13,724.0,329.5,Adam-120-A-2-3-10,12
4947,frame319.jpg,middle,13,667.5,331.0,Adam-120-A-2-3-10,12
4952,frame330.jpg,handle,13,699.5,353.5,Adam-120-A-2-3-10,12
4957,frame339.jpg,middle,13,642.0,367.5,Adam-120-A-2-3-10,12
4962,frame352.jpg,middle,13,675.0,396.5,Adam-120-A-2-3-10,12
4967,frame100.jpg,head,13,643.0,713.5,Adam-120-A-2-3-10,12
4972,frame110.jpg,middle,13,656.5,637.0,Adam-120-A-2-3-10,12
4977,frame119.jpg,middle,13,645.5,631.0,Adam-120-A-2-3-10,12
4982,frame130.jpg,middle,13,622.0,620.5,Adam-120-A-2-3-10,12
4987,frame140.jpg,middle,13,596.5,599.5,Adam-120-A-2-3-10,12
4992,frame149.jpg,middle,13,580.0,571.5,Adam-120-A-2-3-10,12
4997,frame172.jpg,handle,13,605.5,505.5,Adam-120-A-2-3-10,12
5002,frame183.jpg,handle,13,599.0,481.0,Adam-120-A-2-3-10,12
5007,frame194.jpg,handle,13,601.0,447.0,Adam-120-A-2-3-10,12
5012,frame204.jpg,handle,13,609.0,426.5,Adam-120-A-2-3-10,12
5017,frame213.jpg,handle,13,616.0,414.0,Adam-120-A-2-3-10,12
5022,frame223.jpg,handle,13,624.0,402.0,Adam-120-A-2-3-10,12
5027,frame234.jpg,handle,13,626.5,402.0,Adam-120-A-2-3-10,12
5032,frame243.jpg,handle,13,623.5,408.5,Adam-120-A-2-3-10,12
5037,frame253.jpg,handle,13,612.5,440.5,Adam-120-A-2-3-10,12
5042,frame264.jpg,handle,13,628.0,523.5,Adam-120-A-2-3-10,12
5047,frame273.jpg,middle,13,658.0,630.0,Adam-120-A-2-3-10,12
5052,frame283.jpg,head,13,949.5,549.5,Adam-120-A-2-3-10,12
5057,frame294.jpg,handle,13,799.0,452.0,Adam-120-A-2-3-10,12
5062,frame304.jpg,handle,13,785.0,393.0,Adam-120-A-2-3-10,12
5067,frame313.jpg,handle,13,752.5,367.5,Adam-120-A-2-3-10,12
5072,frame324.jpg,handle,13,717.0,356.0,Adam-120-A-2-3-10,12
5077,frame334.jpg,head,13,590.0,373.5,Adam-120-A-2-3-10,12
5082,frame343.jpg,head,13,638.0,407.0,Adam-120-A-2-3-10,12
5087,frame357.jpg,head,13,720.0,433.5,Adam-120-A-2-3-10,12
5089,frame125.jpg,head,14,563.0,670.0,Adam-120-A-2-4-11,13
5094,frame132.jpg,head,14,541.5,641.0,Adam-120-A-2-4-11,13
5099,frame139.jpg,head,14,524.0,601.5,Adam-120-A-2-4-11,13
5104,frame146.jpg,head,14,513.0,557.0,Adam-120-A-2-4-11,13
5109,frame161.jpg,head,14,528.0,456.5,Adam-120-A-2-4-11,13
5114,frame169.jpg,head,14,552.0,407.5,Adam-120-A-2-4-11,13
5119,frame176.jpg,head,14,579.5,370.5,Adam-120-A-2-4-11,13
5124,frame183.jpg,head,14,612.0,343.0,Adam-120-A-2-4-11,13
5129,frame189.jpg,head,14,642.5,326.5,Adam-120-A-2-4-11,13
5134,frame195.jpg,head,14,669.5,319.5,Adam-120-A-2-4-11,13
5139,frame203.jpg,head,14,701.5,318.0,Adam-120-A-2-4-11,13
5144,frame209.jpg,head,14,721.0,322.0,Adam-120-A-2-4-11,13
5149,frame216.jpg,head,14,735.0,327.5,Adam-120-A-2-4-11,13
5154,frame223.jpg,head,14,743.0,332.0,Adam-120-A-2-4-11,13
5159,frame231.jpg,head,14,742.5,332.5,Adam-120-A-2-4-11,13
5164,frame241.jpg,head,14,720.5,331.5,Adam-120-A-2-4-11,13
5169,frame251.jpg,head,14,642.5,356.0,Adam-120-A-2-4-11,13
5174,frame261.jpg,head,14,537.5,535.5,Adam-120-A-2-4-11,13
5179,frame271.jpg,handle,14,719.0,551.0,Adam-120-A-2-4-11,13
5184,frame281.jpg,head,14,942.5,430.0,Adam-120-A-2-4-11,13
5189,frame291.jpg,head,14,826.5,304.0,Adam-120-A-2-4-11,13
5194,frame301.jpg,head,14,701.5,283.0,Adam-120-A-2-4-11,13
5199,frame311.jpg,head,14,606.0,307.5,Adam-120-A-2-4-11,13
5204,frame320.jpg,middle,14,632.5,346.5,Adam-120-A-2-4-11,13
5209,frame327.jpg,handle,14,682.5,357.0,Adam-120-A-2-4-11,13
5214,frame337.jpg,handle,14,667.0,362.5,Adam-120-A-2-4-11,13
5219,frame347.jpg,handle,14,659.0,367.0,Adam-120-A-2-4-11,13
5224,frame127.jpg,handle,14,651.0,559.5,Adam-120-A-2-4-11,13
5229,frame133.jpg,handle,14,643.5,556.0,Adam-120-A-2-4-11,13
5234,frame140.jpg,handle,14,635.5,548.5,Adam-120-A-2-4-11,13
5239,frame147.jpg,middle,14,573.0,546.5,Adam-120-A-2-4-11,13
5244,frame163.jpg,middle,14,564.5,478.0,Adam-120-A-2-4-11,13
5249,frame170.jpg,middle,14,572.5,448.0,Adam-120-A-2-4-11,13
5254,frame177.jpg,middle,14,585.5,417.5,Adam-120-A-2-4-11,13
5259,frame185.jpg,middle,14,607.0,391.5,Adam-120-A-2-4-11,13
5264,frame191.jpg,middle,14,623.0,378.0,Adam-120-A-2-4-11,13
5269,frame197.jpg,middle,14,639.5,366.0,Adam-120-A-2-4-11,13
5274,frame204.jpg,middle,14,656.5,358.0,Adam-120-A-2-4-11,13
5279,frame211.jpg,middle,14,669.0,356.0,Adam-120-A-2-4-11,13
5284,frame217.jpg,middle,14,678.5,357.0,Adam-120-A-2-4-11,13
5289,frame224.jpg,middle,14,683.5,359.0,Adam-120-A-2-4-11,13
5294,frame233.jpg,middle,14,680.0,359.5,Adam-120-A-2-4-11,13
5299,frame243.jpg,middle,14,659.5,370.5,Adam-120-A-2-4-11,13
5304,frame253.jpg,middle,14,606.0,429.0,Adam-120-A-2-4-11,13
5309,frame263.jpg,handle,14,662.5,556.0,Adam-120-A-2-4-11,13
5314,frame273.jpg,middle,14,799.5,605.5,Adam-120-A-2-4-11,13
5319,frame283.jpg,middle,14,859.0,437.0,Adam-120-A-2-4-11,13
5324,frame293.jpg,middle,14,797.0,347.0,Adam-120-A-2-4-11,13
5329,frame303.jpg,middle,14,720.0,324.5,Adam-120-A-2-4-11,13
5334,frame313.jpg,middle,14,660.0,333.0,Adam-120-A-2-4-11,13
5339,frame321.jpg,head,14,570.0,354.0,Adam-120-A-2-4-11,13
5344,frame329.jpg,middle,14,633.0,366.0,Adam-120-A-2-4-11,13
5349,frame339.jpg,middle,14,645.0,389.5,Adam-120-A-2-4-11,13
5354,frame349.jpg,middle,14,676.5,401.0,Adam-120-A-2-4-11,13
5359,frame128.jpg,middle,14,603.5,611.0,Adam-120-A-2-4-11,13
5364,frame135.jpg,middle,14,586.5,592.5,Adam-120-A-2-4-11,13
5369,frame141.jpg,middle,14,576.0,573.0,Adam-120-A-2-4-11,13
5374,frame159.jpg,handle,14,605.5,521.5,Adam-120-A-2-4-11,13
5379,frame165.jpg,handle,14,601.0,504.0,Adam-120-A-2-4-11,13
5384,frame173.jpg,handle,14,594.0,483.5,Adam-120-A-2-4-11,13
5389,frame180.jpg,handle,14,593.0,470.0,Adam-120-A-2-4-11,13
5394,frame187.jpg,handle,14,597.0,443.0,Adam-120-A-2-4-11,13
5399,frame193.jpg,handle,14,603.5,431.0,Adam-120-A-2-4-11,13
5404,frame200.jpg,handle,14,605.5,419.0,Adam-120-A-2-4-11,13
5409,frame207.jpg,handle,14,612.0,409.0,Adam-120-A-2-4-11,13
5414,frame213.jpg,handle,14,617.0,404.0,Adam-120-A-2-4-11,13
5419,frame220.jpg,handle,14,621.0,398.0,Adam-120-A-2-4-11,13
5424,frame227.jpg,handle,14,623.5,399.0,Adam-120-A-2-4-11,13
5429,frame237.jpg,handle,14,619.0,407.5,Adam-120-A-2-4-11,13
5434,frame247.jpg,handle,14,605.5,443.5,Adam-120-A-2-4-11,13
5439,frame259.jpg,handle,14,630.0,536.5,Adam-120-A-2-4-11,13
5444,frame269.jpg,head,14,739.5,732.5,Adam-120-A-2-4-11,13
5449,frame279.jpg,handle,14,769.5,513.5,Adam-120-A-2-4-11,13
5454,frame289.jpg,handle,14,792.5,435.0,Adam-120-A-2-4-11,13
5459,frame301.jpg,handle,14,763.5,377.5,Adam-120-A-2-4-11,13
5464,frame311.jpg,handle,14,730.0,360.5,Adam-120-A-2-4-11,13
5469,frame320.jpg,handle,14,703.5,356.0,Adam-120-A-2-4-11,13
5474,frame327.jpg,head,14,581.0,381.0,Adam-120-A-2-4-11,13
5479,frame337.jpg,head,14,633.0,414.0,Adam-120-A-2-4-11,13
5484,frame347.jpg,head,14,691.5,429.5,Adam-120-A-2-4-11,13
5488,frame151.jpg,handle,15,684.5,556.5,Adam-120-A-2-5-12,14
5493,frame161.jpg,handle,15,681.5,557.0,Adam-120-A-2-5-12,14
5498,frame171.jpg,handle,15,679.0,555.5,Adam-120-A-2-5-12,14
5503,frame181.jpg,handle,15,673.0,555.5,Adam-120-A-2-5-12,14
5508,frame191.jpg,handle,15,666.0,555.0,Adam-120-A-2-5-12,14
5513,frame201.jpg,head,15,549.0,650.0,Adam-120-A-2-5-12,14
5518,frame211.jpg,head,15,523.0,595.0,Adam-120-A-2-5-12,14
5523,frame221.jpg,head,15,516.5,537.0,Adam-120-A-2-5-12,14
5528,frame238.jpg,head,15,551.0,417.5,Adam-120-A-2-5-12,14
5533,frame248.jpg,head,15,595.5,364.0,Adam-120-A-2-5-12,14
5538,frame258.jpg,head,15,647.5,328.5,Adam-120-A-2-5-12,14
5543,frame268.jpg,head,15,700.0,316.0,Adam-120-A-2-5-12,14
5548,frame275.jpg,head,15,730.0,319.5,Adam-120-A-2-5-12,14
5553,frame280.jpg,head,15,745.5,326.5,Adam-120-A-2-5-12,14
5558,frame285.jpg,head,15,758.0,333.0,Adam-120-A-2-5-12,14
5563,frame290.jpg,head,15,766.5,339.0,Adam-120-A-2-5-12,14
5568,frame295.jpg,head,15,770.0,342.5,Adam-120-A-2-5-12,14
5573,frame300.jpg,head,15,769.5,344.5,Adam-120-A-2-5-12,14
5578,frame305.jpg,head,15,763.5,343.0,Adam-120-A-2-5-12,14
5583,frame310.jpg,head,15,747.5,339.5,Adam-120-A-2-5-12,14
5588,frame315.jpg,head,15,716.5,338.5,Adam-120-A-2-5-12,14
5593,frame320.jpg,head,15,666.0,352.5,Adam-120-A-2-5-12,14
5598,frame325.jpg,head,15,597.0,405.0,Adam-120-A-2-5-12,14
5603,frame330.jpg,head,15,543.0,525.5,Adam-120-A-2-5-12,14
5608,frame335.jpg,handle,15,695.5,553.0,Adam-120-A-2-5-12,14
5613,frame340.jpg,handle,15,728.0,547.5,Adam-120-A-2-5-12,14
5618,frame345.jpg,handle,15,757.0,521.5,Adam-120-A-2-5-12,14
5623,frame350.jpg,head,15,935.5,407.0,Adam-120-A-2-5-12,14
5628,frame151.jpg,middle,15,670.5,640.5,Adam-120-A-2-5-12,14
5633,frame161.jpg,middle,15,665.0,640.0,Adam-120-A-2-5-12,14
5638,frame171.jpg,head,15,632.0,714.5,Adam-120-A-2-5-12,14
5643,frame181.jpg,head,15,610.5,704.5,Adam-120-A-2-5-12,14
5648,frame191.jpg,head,15,581.5,685.0,Adam-120-A-2-5-12,14
5653,frame201.jpg,handle,15,653.5,551.5,Adam-120-A-2-5-12,14
5658,frame211.jpg,handle,15,641.5,545.0,Adam-120-A-2-5-12,14
5663,frame221.jpg,handle,15,628.0,533.5,Adam-120-A-2-5-12,14
5668,frame238.jpg,middle,15,577.0,459.5,Adam-120-A-2-5-12,14
5673,frame248.jpg,middle,15,595.5,417.0,Adam-120-A-2-5-12,14
5678,frame258.jpg,middle,15,624.5,382.5,Adam-120-A-2-5-12,14
5683,frame268.jpg,middle,15,655.0,365.0,Adam-120-A-2-5-12,14
5688,frame275.jpg,middle,15,674.0,358.5,Adam-120-A-2-5-12,14
5693,frame280.jpg,middle,15,686.5,356.5,Adam-120-A-2-5-12,14
5698,frame285.jpg,middle,15,692.0,359.0,Adam-120-A-2-5-12,14
5703,frame290.jpg,middle,15,698.5,361.0,Adam-120-A-2-5-12,14
5708,frame295.jpg,middle,15,702.0,361.5,Adam-120-A-2-5-12,14
5713,frame300.jpg,middle,15,702.5,363.5,Adam-120-A-2-5-12,14
5718,frame305.jpg,middle,15,696.5,366.0,Adam-120-A-2-5-12,14
5723,frame310.jpg,middle,15,686.5,367.5,Adam-120-A-2-5-12,14
5728,frame315.jpg,middle,15,666.5,378.5,Adam-120-A-2-5-12,14
5733,frame320.jpg,middle,15,633.0,408.5,Adam-120-A-2-5-12,14
5738,frame325.jpg,middle,15,603.0,460.0,Adam-120-A-2-5-12,14
5743,frame330.jpg,middle,15,595.0,537.5,Adam-120-A-2-5-12,14
5748,frame335.jpg,head,15,619.0,703.0,Adam-120-A-2-5-12,14
5753,frame340.jpg,middle,15,779.0,630.5,Adam-120-A-2-5-12,14
5758,frame345.jpg,middle,15,858.0,540.5,Adam-120-A-2-5-12,14
5763,frame350.jpg,middle,15,863.5,452.0,Adam-120-A-2-5-12,14
5768,frame151.jpg,head,15,649.5,720.5,Adam-120-A-2-5-12,14
5773,frame161.jpg,head,15,644.0,718.0,Adam-120-A-2-5-12,14
5778,frame171.jpg,middle,15,657.0,637.5,Adam-120-A-2-5-12,14
5783,frame181.jpg,middle,15,644.5,632.5,Adam-120-A-2-5-12,14
5788,frame191.jpg,middle,15,625.5,622.0,Adam-120-A-2-5-12,14
5793,frame201.jpg,middle,15,604.0,602.0,Adam-120-A-2-5-12,14
5798,frame211.jpg,middle,15,584.0,574.0,Adam-120-A-2-5-12,14
5803,frame230.jpg,handle,15,612.5,515.5,Adam-120-A-2-5-12,14
5808,frame242.jpg,handle,15,602.5,487.5,Adam-120-A-2-5-12,14
5813,frame252.jpg,handle,15,603.5,461.0,Adam-120-A-2-5-12,14
5818,frame262.jpg,handle,15,612.0,435.0,Adam-120-A-2-5-12,14
5823,frame272.jpg,handle,15,618.5,416.0,Adam-120-A-2-5-12,14
5828,frame277.jpg,handle,15,623.0,410.0,Adam-120-A-2-5-12,14
