,filename,width,height,class,xmin,ymin,xmax,ymax
3994,Arvin-L-F-3-1-32_frame99.jpg,1280,1024,1,711,253,732,284
3995,Arvin-L-F-3-1-32_frame146.jpg,1280,1024,1,404,420,426,453
3997,Arvin-L-F-3-1-32_frame148.jpg,1280,1024,1,366,480,388,520
3998,Arvin-L-F-3-1-32_frame68.jpg,1280,1024,1,610,267,628,283
3999,Arvin-L-F-3-1-32_frame97.jpg,1280,1024,1,708,244,729,275
4000,Arvin-L-F-3-1-32_frame187.jpg,1280,1024,1,586,296,604,312
4001,Arvin-L-F-3-1-32_frame155.jpg,1280,1024,1,488,846,551,900
4002,Arvin-L-F-3-1-32_frame76.jpg,1280,1024,1,646,231,666,250
4003,Arvin-L-F-3-1-32_frame16.jpg,1280,1024,1,350,750,392,783
4004,Arvin-L-F-3-1-32_frame218.jpg,1280,1024,1,610,193,635,242
4005,Arvin-L-F-3-1-32_frame72.jpg,1280,1024,1,630,247,648,265
4008,Arvin-L-F-3-1-32_frame150.jpg,1280,1024,1,341,564,368,610
4010,Arvin-L-F-3-1-32_frame74.jpg,1280,1024,1,637,239,657,257
4012,Arvin-L-F-3-1-32_frame65.jpg,1280,1024,1,594,285,612,298
4013,Arvin-L-F-3-1-32_frame133.jpg,1280,1024,1,628,289,647,302
4014,Arvin-L-F-3-1-32_frame199.jpg,1280,1024,1,496,285,516,314
4015,Arvin-L-F-3-1-32_frame104.jpg,1280,1024,1,720,272,739,304
4016,Arvin-L-F-3-1-32_frame38.jpg,1280,1024,1,443,477,460,492
4017,Arvin-L-F-3-1-32_frame118.jpg,1280,1024,1,729,296,747,322
4018,Arvin-L-F-3-1-32_frame48.jpg,1280,1024,1,502,397,520,408
4020,Arvin-L-F-3-1-32_frame129.jpg,1280,1024,1,672,286,691,303
4021,Arvin-S-A-1-1-1_frame175.jpg,1280,1024,1,693,149,721,171
4022,Arvin-S-A-1-1-1_frame12.jpg,1280,1024,1,685,920,701,939
4023,Arvin-S-A-1-1-1_frame18.jpg,1280,1024,1,638,914,655,933
4024,Arvin-S-A-1-1-1_frame47.jpg,1280,1024,1,329,658,355,683
4025,Arvin-S-A-1-1-1_frame57.jpg,1280,1024,1,314,484,337,515
4026,Arvin-S-A-1-1-1_frame36.jpg,1280,1024,1,426,808,457,834
4027,Arvin-S-A-1-1-1_frame21.jpg,1280,1024,1,608,908,625,927
4028,Arvin-S-A-1-1-1_frame109.jpg,1280,1024,1,848,202,873,224
4029,Arvin-S-A-1-1-1_frame105.jpg,1280,1024,1,835,192,859,212
4030,Arvin-S-A-1-1-1_frame10.jpg,1280,1024,1,698,922,713,942
4031,Arvin-S-A-1-1-1_frame115.jpg,1280,1024,1,849,210,873,231
4032,Arvin-S-A-1-1-1_frame151.jpg,1280,1024,1,903,888,958,918
4033,Arvin-S-A-1-1-1_frame16.jpg,1280,1024,1,655,917,673,937
4034,Arvin-S-A-1-1-1_frame179.jpg,1280,1024,1,616,179,642,207
4035,Arvin-S-A-1-1-1_frame137.jpg,1280,1024,1,509,292,542,329
4036,Arvin-S-A-1-1-1_frame111.jpg,1280,1024,1,850,206,876,228
4037,Arvin-S-A-1-1-1_frame69.jpg,1280,1024,1,405,286,424,319
4038,Arvin-S-A-1-1-1_frame59.jpg,1280,1024,1,322,448,342,481
4039,Arvin-S-A-1-1-1_frame117.jpg,1280,1024,1,843,209,868,230
4040,Arvin-S-A-1-1-1_frame79.jpg,1280,1024,1,535,181,562,207
4041,Arvin-S-A-1-1-1_frame43.jpg,1280,1024,1,355,720,385,749
4042,Arvin-S-A-1-1-1_frame182.jpg,1280,1024,1,577,207,605,240
4043,Arvin-S-A-1-1-1_frame77.jpg,1280,1024,1,508,196,532,224
4045,Arvin-S-A-1-1-1_frame14.jpg,1280,1024,1,671,919,687,938
4046,Arvin-S-A-1-1-1_frame113.jpg,1280,1024,1,850,208,875,230
4047,Arvin-S-A-1-1-1_frame121.jpg,1280,1024,1,822,205,847,224
4048,Arvin-S-A-1-1-1_frame181.jpg,1280,1024,1,589,197,618,228
4049,Arvin-S-A-1-1-1_frame135.jpg,1280,1024,1,568,248,603,278
4050,Arvin-S-A-1-1-1_frame93.jpg,1280,1024,1,731,152,760,171
4051,Arvin-S-A-1-1-1_frame6.jpg,1280,1024,1,715,923,730,941
4052,Arvin-S-A-1-1-1_frame85.jpg,1280,1024,1,624,152,652,174
4053,Arvin-S-A-1-1-1_frame153.jpg,1280,1024,1,1018,796,1078,841
4054,Arvin-S-A-1-1-1_frame83.jpg,1280,1024,1,596,158,622,182
4055,Arvin-S-A-1-1-1_frame89.jpg,1280,1024,1,681,147,710,167
4056,Arvin-S-A-1-1-1_frame81.jpg,1280,1024,1,565,168,592,194
4057,Arvin-S-A-1-1-1_frame112.jpg,1280,1024,1,851,208,875,229
4058,Arvin-S-A-1-1-1_frame185.jpg,1280,1024,1,554,241,578,276
4059,Arvin-S-A-1-1-1_frame27.jpg,1280,1024,1,538,884,561,901
4060,Arvin-S-A-1-1-1_frame133.jpg,1280,1024,1,626,220,657,243
4061,Arvin-S-A-1-1-1_frame161.jpg,1280,1024,1,1106,353,1134,398
4062,Arvin-S-A-1-1-1_frame45.jpg,1280,1024,1,341,690,366,714
4063,Arvin-S-A-1-1-1_frame149.jpg,1280,1024,1,763,909,844,947
4064,Arvin-S-A-1-1-1_frame87.jpg,1280,1024,1,653,148,681,169
4065,Arvin-S-A-1-1-1_frame131.jpg,1280,1024,1,675,205,705,224
4066,Arvin-S-A-1-1-1_frame124.jpg,1280,1024,1,794,199,821,218
4067,Arvin-S-A-1-1-1_frame183.jpg,1280,1024,1,569,218,595,253
4068,Arvin-S-A-1-1-1_frame159.jpg,1280,1024,1,1145,447,1167,498
4069,Arvin-S-A-1-1-1_frame0.jpg,1280,1024,1,734,924,747,943
4070,Arvin-S-A-1-1-1_frame95.jpg,1280,1024,1,755,158,782,177
4071,Arvin-S-A-1-1-1_frame123.jpg,1280,1024,1,804,200,830,220
4074,Arvin-S-A-1-1-1_frame103.jpg,1280,1024,1,824,185,849,206
4075,Arvin-S-A-1-1-1_frame30.jpg,1280,1024,1,500,864,526,885
4076,Arvin-S-A-1-1-1_frame99.jpg,1280,1024,1,794,170,820,189
4077,Arvin-S-A-1-1-1_frame169.jpg,1280,1024,1,861,158,895,175
4078,Arvin-S-A-1-1-1_frame157.jpg,1280,1024,1,1150,564,1174,615
4079,Arvin-S-A-1-1-1_frame2.jpg,1280,1024,1,729,924,743,942
4080,Arvin-S-A-1-1-1_frame127.jpg,1280,1024,1,752,195,781,213
4081,Arvin-S-A-1-1-1_frame101.jpg,1280,1024,1,811,179,836,198
4082,Arvin-S-A-1-1-1_frame154.jpg,1280,1024,1,1080,743,1117,790
4083,Arvin-S-A-1-1-1_frame91.jpg,1280,1024,1,707,148,736,168
4084,Arvin-S-A-1-1-1_frame171.jpg,1280,1024,1,799,146,834,163
4085,Arvin-S-A-1-1-1_frame189.jpg,1280,1024,1,541,286,562,323
4086,Arvin-S-A-1-1-1_frame145.jpg,1280,1024,1,454,739,496,793
4087,Arvin-S-A-1-1-1_frame65.jpg,1280,1024,1,363,347,382,380
4088,Arvin-S-A-1-1-1_frame129.jpg,1280,1024,1,716,197,747,215
4090,Arvin-S-A-1-1-1_frame143.jpg,1280,1024,1,403,593,430,647
4091,Arvin-S-A-1-1-1_frame73.jpg,1280,1024,1,453,236,475,268
4092,Arvin-S-A-1-1-1_frame125.jpg,1280,1024,1,782,197,808,216
4094,Arvin-S-A-1-2-2_frame198.jpg,1280,1024,1,1068,311,1095,346
4095,Arvin-S-A-1-2-2_frame184.jpg,1280,1024,1,715,920,781,946
4096,Arvin-S-A-1-2-2_frame122.jpg,1280,1024,1,721,150,747,169
4097,Arvin-S-A-1-2-2_frame224.jpg,1280,1024,1,551,239,576,274
4098,Arvin-S-A-1-2-2_frame160.jpg,1280,1024,1,768,190,790,208
4099,Arvin-S-A-1-2-2_frame88.jpg,1280,1024,1,334,438,350,460
4100,Arvin-S-A-1-2-2_frame25.jpg,1280,1024,1,720,918,736,938
4101,Arvin-S-A-1-2-2_frame202.jpg,1280,1024,1,948,210,980,227
4103,Arvin-S-A-1-2-2_frame64.jpg,1280,1024,1,424,800,449,821
4104,Arvin-S-A-1-2-2_frame44.jpg,1280,1024,1,635,912,653,930
4105,Arvin-S-A-1-2-2_frame60.jpg,1280,1024,1,465,839,493,861
4106,Arvin-S-A-1-2-2_frame74.jpg,1280,1024,1,340,671,364,691
4107,Arvin-S-A-1-2-2_frame54.jpg,1280,1024,1,536,881,561,900
4108,Arvin-S-A-1-2-2_frame114.jpg,1280,1024,1,620,155,648,177
4109,Arvin-S-A-1-2-2_frame110.jpg,1280,1024,1,566,171,591,196
4110,Arvin-S-A-1-2-2_frame192.jpg,1280,1024,1,1140,591,1161,638
4112,Arvin-S-A-1-2-2_frame172.jpg,1280,1024,1,507,298,537,329
4113,Arvin-S-A-1-2-2_frame132.jpg,1280,1024,1,813,176,836,194
4115,Arvin-S-A-1-2-2_frame228.jpg,1280,1024,1,538,278,562,312
4116,Arvin-S-A-1-2-2_frame238.jpg,1280,1024,1,562,357,583,396
4117,Arvin-S-A-1-2-2_frame128.jpg,1280,1024,1,781,163,805,182
4119,Arvin-S-A-1-2-2_frame174.jpg,1280,1024,1,456,365,480,404
4120,Arvin-S-A-1-2-2_frame86.jpg,1280,1024,1,325,471,343,498
4121,Arvin-S-A-1-2-2_frame76.jpg,1280,1024,1,330,638,353,662
4122,Arvin-S-A-1-2-2_frame1.jpg,1280,1024,1,734,920,749,938
4123,Arvin-S-A-1-2-2_frame136.jpg,1280,1024,1,834,187,854,205
4126,Arvin-S-A-1-2-2_frame236.jpg,1280,1024,1,552,344,572,380
4127,Arvin-S-A-1-2-2_frame94.jpg,1280,1024,1,374,344,392,368
4128,Arvin-S-A-1-2-2_frame84.jpg,1280,1024,1,321,505,337,529
4129,Arvin-S-A-1-2-2_frame186.jpg,1280,1024,1,874,905,921,927
4130,Arvin-S-A-1-2-2_frame140.jpg,1280,1024,1,845,196,867,215
4131,Arvin-S-A-1-2-2_frame40.jpg,1280,1024,1,664,915,681,934
4132,Arvin-S-A-1-2-2_frame42.jpg,1280,1024,1,651,915,667,932
4133,Arvin-S-A-1-2-2_frame102.jpg,1280,1024,1,462,238,480,263
4134,Arvin-S-A-1-2-2_frame230.jpg,1280,1024,1,538,293,560,330
4135,Arvin-S-A-1-2-2_frame34.jpg,1280,1024,1,694,919,711,938
4136,Arvin-S-A-1-2-2_frame100.jpg,1280,1024,1,438,261,454,286
4137,Arvin-S-A-1-2-2_frame106.jpg,1280,1024,1,513,201,533,223
4138,Arvin-S-A-1-2-2_frame98.jpg,1280,1024,1,415,285,433,311
4139,Arvin-S-A-1-2-2_frame130.jpg,1280,1024,1,798,169,822,188
4140,Arvin-S-A-1-2-2_frame190.jpg,1280,1024,1,1101,705,1130,753
4141,Arvin-S-A-1-2-2_frame50.jpg,1280,1024,1,580,898,600,918
4142,Arvin-S-A-1-2-2_frame232.jpg,1280,1024,1,540,309,561,347
4143,Arvin-S-A-1-2-2_frame154.jpg,1280,1024,1,822,198,845,217
4144,Arvin-S-A-1-2-2_frame234.jpg,1280,1024,1,544,328,565,365
4145,Arvin-S-A-1-2-2_frame23.jpg,1280,1024,1,723,918,738,939
4146,Arvin-S-A-1-2-2_frame170.jpg,1280,1024,1,559,249,591,278
4147,Arvin-S-A-1-2-2_frame58.jpg,1280,1024,1,493,858,515,873
4148,Arvin-S-A-1-2-2_frame226.jpg,1280,1024,1,542,259,565,294
4149,Arvin-S-A-1-2-2_frame104.jpg,1280,1024,1,485,217,507,243
4150,Arvin-S-A-1-2-2_frame152.jpg,1280,1024,1,834,201,856,220
4151,Arvin-S-A-1-2-2_frame144.jpg,1280,1024,1,850,201,874,222
4152,Arvin-S-A-1-2-2_frame208.jpg,1280,1024,1,777,155,808,170
4153,Arvin-S-A-1-2-2_frame168.jpg,1280,1024,1,613,220,643,244
4154,Arvin-S-A-1-2-2_frame210.jpg,1280,1024,1,732,153,761,172
4155,Arvin-S-A-1-2-2_frame112.jpg,1280,1024,1,593,163,620,186
4156,Arvin-S-A-1-2-2_frame142.jpg,1280,1024,1,850,199,872,219
4157,Arvin-S-A-1-2-2_frame30.jpg,1280,1024,1,708,918,725,939
4158,Arvin-S-A-1-2-2_frame214.jpg,1280,1024,1,654,166,679,190
4159,Arvin-S-A-1-2-2_frame120.jpg,1280,1024,1,699,150,725,167
4160,Arvin-S-A-1-2-2_frame52.jpg,1280,1024,1,561,890,582,909
4161,Arvin-S-A-1-2-2_frame188.jpg,1280,1024,1,1018,821,1052,857
4162,Arvin-S-A-1-2-2_frame116.jpg,1280,1024,1,648,150,673,171
4163,Arvin-S-A-1-2-2_frame178.jpg,1280,1024,1,404,577,428,630
4164,Arvin-S-A-1-2-2_frame32.jpg,1280,1024,1,703,918,718,938
4165,Arvin-S-A-1-2-2_frame212.jpg,1280,1024,1,689,155,716,178
4166,Arvin-S-A-1-2-2_frame148.jpg,1280,1024,1,845,203,869,224
4167,Arvin-S-A-1-2-2_frame118.jpg,1280,1024,1,676,149,700,168
4168,Arvin-S-A-1-2-2_frame29.jpg,1280,1024,1,712,920,728,939
4169,Arvin-S-A-1-2-2_frame108.jpg,1280,1024,1,539,185,561,209
4170,Arvin-S-A-1-2-2_frame194.jpg,1280,1024,1,1141,477,1161,529
4171,Arvin-S-A-1-2-2_frame36.jpg,1280,1024,1,686,919,702,936
4172,Arvin-S-A-1-2-2_frame166.jpg,1280,1024,1,658,203,690,222
4173,Arvin-S-A-1-2-2_frame82.jpg,1280,1024,1,317,539,338,565
4174,Arvin-S-A-1-2-2_frame150.jpg,1280,1024,1,842,202,863,222
4175,Arvin-S-A-1-2-2_frame80.jpg,1280,1024,1,318,573,340,599
4176,Arvin-S-A-1-2-2_frame164.jpg,1280,1024,1,701,193,727,212
4177,Arvin-S-A-1-2-2_frame90.jpg,1280,1024,1,344,402,361,432
4179,Arvin-S-A-1-2-2_frame176.jpg,1280,1024,1,418,461,434,504
4180,Arvin-S-A-1-3-3_frame272.jpg,1280,1024,1,1084,301,1114,339
4181,Arvin-S-A-1-3-3_frame177.jpg,1280,1024,1,424,306,442,333
4182,Arvin-S-A-1-3-3_frame287.jpg,1280,1024,1,675,153,704,179
4183,Arvin-S-A-1-3-3_frame159.jpg,1280,1024,1,347,613,369,640
4184,Arvin-S-A-1-3-3_frame161.jpg,1280,1024,1,341,576,363,605
4185,Arvin-S-A-1-3-3_frame121.jpg,1280,1024,1,706,918,722,935
4186,Arvin-S-A-1-3-3_frame155.jpg,1280,1024,1,365,680,390,706
4187,Arvin-S-A-1-3-3_frame131.jpg,1280,1024,1,631,907,649,926
4189,Arvin-S-A-1-3-3_frame163.jpg,1280,1024,1,340,542,361,569
4192,Arvin-S-A-1-3-3_frame199.jpg,1280,1024,1,712,158,740,178
4193,Arvin-S-A-1-3-3_frame115.jpg,1280,1024,1,730,920,743,935
4194,Arvin-S-A-1-3-3_frame215.jpg,1280,1024,1,840,198,863,218
4196,Arvin-S-A-1-3-3_frame254.jpg,1280,1024,1,458,714,498,760
4197,Arvin-S-A-1-3-3_frame260.jpg,1280,1024,1,884,895,936,929
4198,Arvin-S-A-1-3-3_frame256.jpg,1280,1024,1,569,845,613,886
4199,Arvin-S-A-1-3-3_frame221.jpg,1280,1024,1,849,206,873,226
4200,Arvin-S-A-1-3-3_frame246.jpg,1280,1024,1,532,298,562,331
4201,Arvin-S-A-1-3-3_frame248.jpg,1280,1024,1,482,364,509,404
4202,Arvin-S-A-1-3-3_frame217.jpg,1280,1024,1,845,202,868,222
4204,Arvin-S-A-1-3-3_frame165.jpg,1280,1024,1,342,503,362,534
4205,Arvin-S-A-1-3-3_frame283.jpg,1280,1024,1,759,141,789,159
4206,Arvin-S-A-1-3-3_frame271.jpg,1280,1024,1,1110,336,1136,374
4207,Arvin-S-A-1-3-3_frame225.jpg,1280,1024,1,842,206,867,226
4208,Arvin-S-A-1-3-3_frame113.jpg,1280,1024,1,734,921,747,936
4209,Arvin-S-A-1-3-3_frame143.jpg,1280,1024,1,486,839,511,857
4210,Arvin-S-A-1-3-3_frame277.jpg,1280,1024,1,931,179,961,196
4211,Arvin-S-A-1-3-3_frame185.jpg,1280,1024,1,522,212,545,238
4212,Arvin-S-A-1-3-3_frame291.jpg,1280,1024,1,617,181,644,212
4213,Arvin-S-A-1-3-3_frame183.jpg,1280,1024,1,495,231,516,258
4214,Arvin-S-A-1-3-3_frame173.jpg,1280,1024,1,384,365,404,394
4215,Arvin-S-A-1-3-3_frame119.jpg,1280,1024,1,717,919,729,934
4216,Arvin-S-A-1-3-3_frame229.jpg,1280,1024,1,824,202,848,222
4217,Arvin-S-A-1-3-3_frame18.jpg,1280,1024,1,743,921,757,938
4218,Arvin-S-A-1-3-3_frame191.jpg,1280,1024,1,603,172,631,197
4219,Arvin-S-A-1-3-3_frame129.jpg,1280,1024,1,650,911,669,929
4220,Arvin-S-A-1-3-3_frame189.jpg,1280,1024,1,575,182,602,208
4221,Arvin-S-A-1-3-3_frame195.jpg,1280,1024,1,661,160,687,180
4223,Arvin-S-A-1-3-3_frame219.jpg,1280,1024,1,849,204,872,224
4227,Arvin-S-A-1-3-3_frame243.jpg,1280,1024,1,608,239,640,267
4228,Arvin-S-A-1-3-3_frame297.jpg,1280,1024,1,573,234,597,270
4229,Arvin-S-A-1-3-3_frame290.jpg,1280,1024,1,628,172,655,202
4230,Arvin-S-A-1-3-3_frame253.jpg,1280,1024,1,435,644,462,691
4231,Arvin-S-A-1-3-3_frame146.jpg,1280,1024,1,449,806,476,829
4232,Arvin-S-A-1-3-3_frame125.jpg,1280,1024,1,682,915,698,934
4233,Arvin-S-A-1-3-3_frame193.jpg,1280,1024,1,632,164,659,186
4234,Arvin-S-A-1-3-3_frame241.jpg,1280,1024,1,656,216,687,238
4235,Arvin-S-A-1-3-3_frame233.jpg,1280,1024,1,791,197,815,216
4236,Arvin-S-A-1-3-3_frame278.jpg,1280,1024,1,897,164,939,184
4237,Arvin-S-A-1-3-3_frame252.jpg,1280,1024,1,426,574,449,624
4238,Arvin-S-A-1-3-3_frame279.jpg,1280,1024,1,869,156,900,170
4239,Arvin-S-A-1-3-3_frame201.jpg,1280,1024,1,735,161,762,179
4240,Arvin-S-A-1-3-3_frame231.jpg,1280,1024,1,808,200,833,219
4241,Arvin-S-A-1-3-3_frame295.jpg,1280,1024,1,582,217,607,251
4242,Arvin-S-A-1-3-3_frame281.jpg,1280,1024,1,811,144,848,160
4243,Arvin-S-A-1-3-3_frame209.jpg,1280,1024,1,810,181,834,200
4244,Arvin-S-A-1-3-3_frame139.jpg,1280,1024,1,536,871,560,891
4245,Arvin-S-A-1-3-3_frame127.jpg,1280,1024,1,666,914,684,930
4246,Arvin-S-A-1-3-3_frame205.jpg,1280,1024,1,778,170,803,188
4247,Arvin-S-A-1-3-3_frame268.jpg,1280,1024,1,1164,474,1182,531
4248,Arvin-S-A-1-3-3_frame0.jpg,1280,1024,1,742,921,757,938
4249,Arvin-S-A-1-3-3_frame280.jpg,1280,1024,1,840,148,881,165
4250,Arvin-S-A-1-3-3_frame237.jpg,1280,1024,1,737,198,761,216
4251,Arvin-S-A-1-3-3_frame207.jpg,1280,1024,1,797,174,819,194
4252,Arvin-S-A-1-3-3_frame294.jpg,1280,1024,1,589,206,614,240
4253,Arvin-S-A-1-3-3_frame197.jpg,1280,1024,1,686,158,715,178
4254,Arvin-S-A-1-3-3_frame270.jpg,1280,1024,1,1131,376,1156,422
4255,Arvin-S-A-1-3-3_frame111.jpg,1280,1024,1,737,920,750,936
4256,Arvin-S-A-1-3-3_frame251.jpg,1280,1024,1,431,512,449,558
4257,Arvin-S-A-1-3-3_frame171.jpg,1280,1024,1,368,398,388,427
4258,Arvin-S-A-1-3-3_frame239.jpg,1280,1024,1,701,204,728,224
4259,Arvin-S-A-1-3-3_frame169.jpg,1280,1024,1,356,433,377,462
4261,Arvin-S-A-1-3-3_frame179.jpg,1280,1024,1,445,277,465,308
4263,Arvin-S-A-1-3-3_frame267.jpg,1280,1024,1,1166,520,1193,589
4264,Arvin-S-A-1-4-4_frame194.jpg,1280,1024,1,860,148,902,164
4265,Arvin-S-A-1-4-4_frame162.jpg,1280,1024,1,513,308,543,343
4266,Arvin-S-A-1-4-4_frame70.jpg,1280,1024,1,383,728,411,752
4267,Arvin-S-A-1-4-4_frame72.jpg,1280,1024,1,365,701,392,721
4268,Arvin-S-A-1-4-4_frame138.jpg,1280,1024,1,848,213,874,238
4269,Arvin-S-A-1-4-4_frame212.jpg,1280,1024,1,564,235,587,272
4270,Arvin-S-A-1-4-4_frame64.jpg,1280,1024,1,440,801,467,822
4271,Arvin-S-A-1-4-4_frame46.jpg,1280,1024,1,635,905,653,923
4272,Arvin-S-A-1-4-4_frame62.jpg,1280,1024,1,461,819,482,845
4273,Arvin-S-A-1-4-4_frame74.jpg,1280,1024,1,354,668,378,693
4274,Arvin-S-A-1-4-4_frame56.jpg,1280,1024,1,530,866,553,888
4275,Arvin-S-A-1-4-4_frame114.jpg,1280,1024,1,660,154,690,173
4276,Arvin-S-A-1-4-4_frame110.jpg,1280,1024,1,602,163,632,187
4277,Arvin-S-A-1-4-4_frame126.jpg,1280,1024,1,802,179,827,200
4278,Arvin-S-A-1-4-4_frame156.jpg,1280,1024,1,672,213,700,231
4279,Arvin-S-A-1-4-4_frame176.jpg,1280,1024,1,949,877,994,904
4280,Arvin-S-A-1-4-4_frame184.jpg,1280,1024,1,1145,417,1165,460
4281,Arvin-S-A-1-4-4_frame132.jpg,1280,1024,1,838,202,863,223
4282,Arvin-S-A-1-4-4_frame192.jpg,1280,1024,1,923,172,950,189
4283,Arvin-S-A-1-4-4_frame26.jpg,1280,1024,1,731,915,747,937
4284,Arvin-S-A-1-4-4_frame128.jpg,1280,1024,1,817,188,841,208
4285,Arvin-S-A-1-4-4_frame222.jpg,1280,1024,1,606,341,626,384
4286,Arvin-S-A-1-4-4_frame158.jpg,1280,1024,1,621,228,654,251
4287,Arvin-S-A-1-4-4_frame86.jpg,1280,1024,1,338,464,360,493
4288,Arvin-S-A-1-4-4_frame76.jpg,1280,1024,1,343,639,368,663
4289,Arvin-S-A-1-4-4_frame234.jpg,1280,1024,1,716,416,730,446
4291,Arvin-S-A-1-4-4_frame182.jpg,1280,1024,1,1165,528,1178,569
4292,Arvin-S-A-1-4-4_frame198.jpg,1280,1024,1,749,131,781,150
4293,Arvin-S-A-1-4-4_frame96.jpg,1280,1024,1,414,297,434,328
4294,Arvin-S-A-1-4-4_frame58.jpg,1280,1024,1,508,853,534,875
4295,Arvin-S-A-1-4-4_frame38.jpg,1280,1024,1,691,914,707,931
4296,Arvin-S-A-1-4-4_frame94.jpg,1280,1024,1,393,330,413,360
4297,Arvin-S-A-1-4-4_frame84.jpg,1280,1024,1,333,501,354,525
4298,Arvin-S-A-1-4-4_frame214.jpg,1280,1024,1,562,256,591,295
4299,Arvin-S-A-1-4-4_frame140.jpg,1280,1024,1,845,215,871,238
4300,Arvin-S-A-1-4-4_frame36.jpg,1280,1024,1,699,915,715,934
4301,Arvin-S-A-1-4-4_frame230.jpg,1280,1024,1,683,408,702,440
4302,Arvin-S-A-1-4-4_frame102.jpg,1280,1024,1,487,224,511,253
4303,Arvin-S-A-1-4-4_frame224.jpg,1280,1024,1,624,357,647,400
4304,Arvin-S-A-1-4-4_frame42.jpg,1280,1024,1,664,909,684,932
4305,Arvin-S-A-1-4-4_frame100.jpg,1280,1024,1,462,245,482,277
4306,Arvin-S-A-1-4-4_frame106.jpg,1280,1024,1,543,187,570,215
4307,Arvin-S-A-1-4-4_frame98.jpg,1280,1024,1,438,273,457,301
4308,Arvin-S-A-1-4-4_frame130.jpg,1280,1024,1,829,196,853,216
4309,Arvin-S-A-1-4-4_frame218.jpg,1280,1024,1,575,311,599,341
4311,Arvin-S-A-1-4-4_frame154.jpg,1280,1024,1,713,201,743,221
4312,Arvin-S-A-1-4-4_frame228.jpg,1280,1024,1,663,393,683,430
4313,Arvin-S-A-1-4-4_frame40.jpg,1280,1024,1,679,911,696,932
4315,Arvin-S-A-1-4-4_frame60.jpg,1280,1024,1,485,837,507,860
4316,Arvin-S-A-1-4-4_frame220.jpg,1280,1024,1,588,323,611,364
4317,Arvin-S-A-1-4-4_frame104.jpg,1280,1024,1,515,204,539,232
4318,Arvin-S-A-1-4-4_frame152.jpg,1280,1024,1,748,200,777,220
4319,Arvin-S-A-1-4-4_frame144.jpg,1280,1024,1,833,213,856,235
4320,Arvin-S-A-1-4-4_frame204.jpg,1280,1024,1,633,154,665,185
4321,Arvin-S-A-1-4-4_frame168.jpg,1280,1024,1,423,618,453,671
4322,Arvin-S-A-1-4-4_frame206.jpg,1280,1024,1,606,174,629,203
4323,Arvin-S-A-1-4-4_frame112.jpg,1280,1024,1,633,156,660,179
4325,Arvin-S-A-1-4-4_frame359.jpg,1280,1024,1,633,253,661,293
4327,Arvin-S-A-1-4-4_frame120.jpg,1280,1024,1,740,159,769,178
4328,Arvin-S-A-1-4-4_frame54.jpg,1280,1024,1,553,878,577,900
4329,Arvin-S-A-1-4-4_frame226.jpg,1280,1024,1,643,376,665,417
4330,Arvin-S-A-1-4-4_frame116.jpg,1280,1024,1,689,152,719,174
4331,Arvin-S-A-1-4-4_frame188.jpg,1280,1024,1,1047,259,1080,295
4332,Arvin-S-A-1-4-4_frame174.jpg,1280,1024,1,799,907,848,945
4333,Arvin-S-A-1-4-4_frame208.jpg,1280,1024,1,586,190,610,224
4334,Arvin-S-A-1-4-4_frame148.jpg,1280,1024,1,803,206,828,226
4336,Arvin-S-A-1-4-4_frame210.jpg,1280,1024,1,572,212,596,247
4337,Arvin-S-A-1-4-4_frame108.jpg,1280,1024,1,573,174,601,200
4338,Arvin-S-A-1-4-4_frame190.jpg,1280,1024,1,984,208,1022,237
4339,Arvin-S-A-1-4-4_frame178.jpg,1280,1024,1,1052,771,1106,819
4340,Arvin-S-A-1-4-4_frame166.jpg,1280,1024,1,422,486,447,540
4341,Arvin-S-A-1-4-4_frame82.jpg,1280,1024,1,332,536,352,559
4342,Arvin-S-A-1-4-4_frame150.jpg,1280,1024,1,779,202,806,222
4343,Arvin-S-A-1-4-4_frame80.jpg,1280,1024,1,332,569,355,598
4344,Arvin-S-A-1-4-4_frame164.jpg,1280,1024,1,459,383,486,427
4345,Arvin-S-A-1-4-4_frame90.jpg,1280,1024,1,359,394,379,423
4346,Arvin-S-A-1-4-4_frame146.jpg,1280,1024,1,819,208,844,231
4347,Arvin-S-A-1-4-4_frame186.jpg,1280,1024,1,1102,330,1128,370
4348,Arvin-S-A-1-5-5_frame192.jpg,1280,1024,1,753,139,785,157
4349,Arvin-S-A-1-5-5_frame158.jpg,1280,1024,1,440,407,462,443
4350,Arvin-S-A-1-5-5_frame66.jpg,1280,1024,1,336,655,361,679
4352,Arvin-S-A-1-5-5_frame134.jpg,1280,1024,1,852,206,876,227
4353,Arvin-S-A-1-5-5_frame210.jpg,1280,1024,1,528,277,549,313
4354,Arvin-S-A-1-5-5_frame60.jpg,1280,1024,1,381,749,410,770
4355,Arvin-S-A-1-5-5_frame40.jpg,1280,1024,1,625,909,644,927
4356,Arvin-S-A-1-5-5_frame58.jpg,1280,1024,1,400,774,434,798
4357,Arvin-S-A-1-5-5_frame70.jpg,1280,1024,1,319,583,342,609
4358,Arvin-S-A-1-5-5_frame50.jpg,1280,1024,1,504,861,527,876
4359,Arvin-S-A-1-5-5_frame110.jpg,1280,1024,1,727,148,758,167
4360,Arvin-S-A-1-5-5_frame106.jpg,1280,1024,1,676,144,703,166
